,DATE,housing_units,consumer_sentiment,ppi_building,mortgage_rate,ppi_trans,newly_owned_houses,working_age_pop,unemp_rate,pop_growth,gdp_data,target_var
228,2021-01-01,141589.0,79.0,189.7,6.3,135.0,1602.0,205254833.333333,6.3,0.156747054750178,19216.224,239.413
229,2021-02-01,141701.66666666666,76.8,194.9,6.2,136.1,1422.0,205254833.333333,6.2,0.156747054750178,19325.56533333333,242.123
230,2021-03-01,141814.33333333334,84.9,198.9,6.1,138.5,1700.0,205254833.333333,6.1,0.156747054750178,19434.906666666662,245.325
231,2021-04-01,141927.0,88.3,213.3,6.1,142.5,1484.0,205254833.333333,6.1,0.156747054750178,19544.248,249.077
232,2021-05-01,142047.33333333334,82.9,235.1,5.8,142.8,1600.0,205254833.333333,5.8,0.156747054750178,19587.03,253.474
233,2021-06-01,142167.66666666666,85.5,251.7,5.9,145.6,1661.0,205254833.333333,5.9,0.156747054750178,19629.812,258.423
234,2021-07-01,142288.0,81.2,229.959,5.4,147.625,1593.0,205254833.333333,5.4,0.156747054750178,19672.594,262.956
235,2021-08-01,142424.33333333334,70.3,212.302,5.2,148.312,1576.0,205254833.333333,5.2,0.156747054750178,19783.789666666667,267.005
236,2021-09-01,142560.66666666666,72.8,204.828,4.8,147.851,1560.0,205254833.333333,4.8,0.156747054750178,19894.98533333333,270.523
237,2021-10-01,142697.0,71.7,204.302,4.5,150.266,1572.0,205254833.333333,4.5,0.156747054750178,20006.181,273.931
238,2021-11-01,142833.0,67.4,196.066,4.2,153.389,1712.0,205254833.333333,4.2,0.156747054750178,19978.816666666666,277.284
239,2021-12-01,142969.0,70.6,199.89,3.9,155.95,1787.0,205254833.333333,3.9,0.156747054750178,19951.45233333333,281.266
240,2022-01-01,143105.0,67.2,217.684,4.0,157.367,1669.0,207263666.666667,4.0,0.377564531459432,19924.088,285.708
